Date,Time_Hour,bike_stands,Available_Bikes,Available_Bike_Stands,Avail_Bike_Changes,Avail_Bikes_Decrease,Avail_Bikes_Increase,Avail_Bike_Stand_Changes,Avail_Stands_Decrease,Avail_Stands_Increase,address,banking,Elevation,Latitude,Longitude,number,Availability,Date_Time,rain,temp,wetb,dewpt,vappr,rhum,msl,Total_Activity,Weight,Total_System_Bikes,DayofWeek,DayWeek_proc,Avg_Avail_Bikes,Avg_Avail_Bike_Change,old_index,demand,newindex,cluster
2019-02-11,1960-01-01 05:00:00,30,7,23,0,0,0,0,0,0,City Quay,0,4,53.346637,-6.246154,99,0.2333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.81,1316,2,Mon,7,1,371125,0,99,0
2019-02-11,1960-01-01 05:00:00,25,0,25,18,1,19,-18,19,1,Heuston Bridge (South),0,3,53.347106,-6.292041,100,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,20,6.87,1316,2,Mon,12,-1,522065,-12,100,0
2019-02-11,1960-01-01 05:00:00,30,9,21,-4,4,0,4,0,4,King Street North,0,13,53.350291,-6.273507,101,0.3,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,3.16,1316,2,Mon,15,-5,72983,-6,101,0
2019-02-11,1960-01-01 05:00:00,40,11,29,-1,1,0,1,0,1,Western Way,0,20,53.354929,-6.269425,102,0.275,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,2.65,1316,2,Mon,6,-1,420572,5,102,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,Grangegorman Lower (South),0,21,53.354663,-6.278681,103,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,1.54,1316,2,Mon,5,1,528079,-5,103,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,Grangegorman Lower (Central),1,21,53.355173,-6.278424,104,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,0.73,1316,2,Mon,5,0,13823,-5,104,0
2019-02-11,1960-01-01 05:00:00,36,3,33,-1,1,0,1,0,1,Grangegorman Lower (North),0,23,53.355954,-6.278378,105,0.0833333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,0.99,1316,2,Mon,4,0,221596,-1,105,0
2019-02-11,1960-01-01 05:00:00,40,4,36,-4,4,0,4,0,4,Rathdown Road,0,30,53.35893,-6.280337,106,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,2.02,1316,2,Mon,5,-1,177935,-1,106,0
2019-02-11,1960-01-01 05:00:00,40,4,36,-4,4,0,4,0,4,Charleville Road,1,29,53.359157,-6.281866,107,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,3.08,1316,2,Mon,9,-5,283193,-5,107,0
2019-02-11,1960-01-01 05:00:00,40,12,27,-2,2,0,2,0,2,Avondale Road,0,28,53.359405,-6.276142,108,0.3,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.39,1316,2,Mon,11,-4,390311,1,108,0
2019-02-11,1960-01-01 05:00:00,29,3,26,-2,2,0,2,0,2,Buckingham Street Lower,0,5,53.353331,-6.249319,109,0.1034482759,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.91,1316,2,Mon,13,-4,527754,-10,109,0
2019-02-11,1960-01-01 05:00:00,40,20,20,0,1,1,0,1,1,Phibsborough Road,0,24,53.356307,-6.273717,110,0.5,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.43,1316,2,Mon,12,-2,213776,8,110,0
2019-02-11,1960-01-01 05:00:00,40,16,24,-5,5,0,5,0,5,Mountjoy Square East,1,18,53.356717,-6.256359,111,0.4,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,5,4.93,1316,2,Mon,18,-6,500870,-2,111,0
2019-02-11,1960-01-01 05:00:00,30,13,17,-2,2,0,2,0,2,North Circular Road (O'Connell's),0,14,53.357841,-6.251557,112,0.4333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.89,1316,2,Mon,16,-7,326653,-3,112,0
